Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
355,Rodney McGruder\mcgruro01,SG,25,Miami Heat,73,1844,9.6,.515,.483,.158,5.3,9.3,7.3,8.7,1.2,0.7,9.3,12.2,,1.5,1.6,3.1,.081,,-0.5,0.4,-0.1,0.9
356,Ben McLemore\mclembe01,SG,23,Sacramento Kings,56,1041,8.9,.526,.408,.200,2.0,9.5,5.8,7.2,1.2,0.5,12.7,19.8,,-0.4,0.4,0.0,-0.001,,-2.5,-2.7,-5.3,-0.9
357,Jordan McRae\mcraejo01,SG,25,Cleveland Cavaliers,37,384,9.7,.488,.340,.227,1.8,9.4,5.7,7.3,1.0,1.3,7.8,20.7,,0.0,0.2,0.2,.020,,-3.7,-2.8,-6.5,-0.4
358,Josh McRoberts\mcrobjo01,PF,29,Miami Heat,22,381,9.8,.439,.263,.076,6.6,14.9,10.7,18.9,1.3,0.8,15.9,16.9,,-0.1,0.4,0.3,.036,,-2.9,0.5,-2.4,0.0
359,Jodie Meeks\meeksjo01,SG,29,Orlando Magic,31,640,13.4,.566,.518,.271,0.7,10.9,5.6,9.3,2.5,0.5,10.3,18.7,,0.5,0.6,1.1,.082,,-0.3,-0.9,-1.3,0.1
360,Salah Mejri\mejrisa01,C,30,Dallas Mavericks,68,849,14.3,.646,.017,.445,11.7,29.4,20.1,2.5,1.8,6.4,21.1,10.0,,1.1,1.7,2.8,.156,,-3.9,4.2,0.3,0.5
361,Jordan Mickey\mickejo01,PF,22,Boston Celtics,23,136,9.5,.483,.030,.364,10.8,15.4,13.2,7.5,0.7,3.0,19.0,15.4,,0.0,0.1,0.1,.034,,-5.4,0.3,-5.1,-0.1
362,Khris Middleton\middlkh01,SG,25,Milwaukee Bucks,25,763,16.1,.581,.318,.301,1.4,14.4,8.0,17.5,2.4,0.8,14.3,23.0,,0.8,0.8,1.6,.099,,0.6,-0.7,-0.1,0.4
363,C.J. Miles\milescj01,SF,29,Indiana Pacers,71,1675,13.9,.597,.630,.151,1.8,12.3,7.1,4.3,1.3,1.3,5.4,18.4,,2.6,1.2,3.8,.110,,1.7,-2.0,-0.4,0.7
364,Mike Miller\millemi01,SF,36,Denver Nuggets,17,91,7.6,.630,.867,.133,2.4,25.6,14.0,16.8,0.5,0.0,36.2,11.6,,0.0,0.0,0.0,.013,,-3.0,-1.4,-4.3,-0.1
365,Patty Mills\millspa02,PG,28,San Antonio Spurs,74,1634,15.8,.587,.575,.134,1.6,7.3,4.5,24.3,1.9,0.1,13.0,19.6,,3.0,2.1,5.1,.149,,2.9,-1.4,1.6,1.5
366,Paul Millsap\millspa01,PF,31,Atlanta Hawks,66,2255,17.8,.538,.250,.408,5.2,19.2,12.3,18.2,1.9,2.3,11.7,24.2,,2.5,3.6,6.1,.131,,0.6,2.1,2.7,2.6
367,Nikola Mirotic\mirotni01,PF,25,Chicago Bulls,65,1541,14.2,.545,.605,.207,3.6,20.9,12.1,6.9,1.5,2.6,10.6,19.6,,1.1,2.1,3.1,.098,,-0.2,0.1,-0.1,0.7
368,Greg Monroe\monrogr01,C,26,Milwaukee Bucks,76,1723,21.3,.573,.003,.334,10.9,23.2,17.1,17.1,2.5,1.9,14.0,24.0,,3.0,2.4,5.5,.152,,0.6,1.4,2.1,1.8
369,E'Twaun Moore\mooreet01,SG,27,New Orleans Pelicans,70,1760,11.9,.534,.335,.118,2.0,6.8,4.4,13.9,1.3,1.4,8.7,17.4,,1.1,1.5,2.6,.071,,-0.9,-0.4,-1.3,0.3
370,Marcus Morris\morrima03,SF,27,Detroit Pistons,76,2504,12.5,.509,.358,.190,3.2,12.8,7.9,9.6,1.0,0.8,7.5,20.3,,1.4,2.4,3.8,.073,,-0.3,-0.2,-0.5,1.0
371,Markieff Morris\morrima02,PF,27,Washington Wizards,73,2295,13.4,.533,.217,.253,5.1,18.1,11.6,7.9,1.7,1.5,11.4,20.3,,1.4,2.5,3.9,.081,,-1.4,0.3,-1.1,0.5
372,Anthony Morrow\morroan01,SG,31,TOT,44,657,9.5,.505,.532,.126,1.9,3.0,2.5,4.2,1.6,0.2,2.8,16.2,,0.6,0.4,1.0,.071,,-1.5,-3.2,-4.6,-0.4
373,Anthony Morrow\morroan01,SG,31,Oklahoma City Thunder,40,627,9.1,.493,.536,.117,2.0,3.2,2.6,4.4,1.6,0.3,2.9,16.3,,0.4,0.4,0.8,.065,,-1.7,-3.1,-4.8,-0.4
374,Anthony Morrow\morroan01,SG,31,Chicago Bulls,4,30,17.4,.775,.444,.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,0.1,0.0,0.1,.206,,2.9,-5.4,-2.4,0.0
375,Donatas Motiejunas\motiedo01,PF,26,New Orleans Pelicans,30,403,9.1,.491,.349,.358,6.0,18.3,12.1,10.2,1.6,1.8,18.7,17.1,,-0.3,0.5,0.2,.024,,-4.2,1.2,-3.0,-0.1
376,Timofey Mozgov\mozgoti01,C,30,Los Angeles Lakers,54,1104,12.3,.553,.003,.238,10.0,16.5,13.1,5.9,0.7,2.3,16.6,16.8,,0.7,0.4,1.0,.045,,-2.8,-0.9,-3.8,-0.5
377,Emmanuel Mudiay\mudiaem01,PG,20,Denver Nuggets,51,1319,10.6,.478,.322,.302,2.2,11.9,7.0,21.5,1.4,0.8,16.6,22.6,,-0.5,0.4,-0.1,-0.002,,-2.2,-1.8,-4.0,-0.7
378,Shabazz Muhammad\muhamsh01,SF,24,Minnesotta Timberwolves,71,1384,14.3,.566,.248,.310,6.0,10.9,8.4,3.7,0.7,0.3,7.7,20.7,,2.2,0.3,2.5,.085,,-0.4,-4.0,-4.3,-0.8
379,Dejounte Murray\murrade01,PG,20,San Antonio Spurs,37,316,9.6,.499,.200,.261,2.2,12.6,7.5,22.9,1.3,1.5,22.9,23.8,,-0.4,0.4,0.0,.001,,-4.8,-0.2,-5.0,-0.2
380,Jamal Murray\murraja01,SG,19,Denver Nuggets,76,1558,11.5,.514,.478,.165,2.7,11.0,6.8,12.6,1.5,1.1,12.7,21.7,,0.3,0.6,0.9,.028,,-0.8,-2.2,-3.0,-0.4
381,Mike Muscala\muscami01,C,25,Atlanta Hawks,65,1132,13.9,.585,.327,.203,7.1,14.2,10.7,11.0,1.2,2.8,13.5,14.8,,1.4,1.5,2.9,.122,,-0.8,1.4,0.6,0.7
382,Larry Nance Jr.\nancela02,PF,24,Los Angeles Lakers,58,1298,15.1,.564,.088,.225,8.4,18.9,13.4,9.4,2.7,2.2,13.1,13.3,,1.7,1.2,2.9,.106,,-0.7,1.9,1.2,1.1
383,Shabazz Napier\napiesh01,PG,25,Portland Trailblazers,49,435,12.0,.498,.542,.232,1.5,10.7,6.1,19.8,3.5,0.4,17.0,19.1,,-0.1,0.4,0.4,.042,,-1.7,-0.9,-2.6,-0.1
384,Maurice Ndour\ndourma01,PF,24,New York Knicks,27,199,9.6,.485,.115,.250,5.9,14.0,10.0,2.8,2.8,0.8,10.8,14.1,,0.0,0.2,0.2,.046,,-4.1,-0.8,-4.9,-0.1
385,Gary Neal\nealga01,SG,32,Atlanta Hawks,2,18,-4.2,.228,.286,.571,0.0,6.0,3.0,7.1,0.0,0.0,0.0,21.2,,-0.1,0.0,-0.1,-0.189,,-11.8,-5.0,-16.7,-0.1
386,Jameer Nelson\nelsoja01,PG,34,Denver Nuggets,74,2013,11.6,.545,.449,.106,1.6,8.9,5.2,26.2,1.3,0.3,16.7,15.8,,2.4,0.4,2.7,.066,,0.5,-2.5,-2.0,0.0
387,Raul Neto\netora01,PG,24,Utah Jazz,39,333,11.1,.538,.337,.101,1.4,8.1,4.8,15.0,3.3,0.7,13.1,15.0,,0.2,0.5,0.8,.109,,-1.4,1.1,-0.4,0.1
388,Georges Niang\niangge01,PF,23,Indiana Pacers,23,93,0.1,.285,.333,.056,2.4,17.8,10.2,7.6,1.6,0.0,11.9,20.2,,-0.4,0.1,-0.3,-0.171,,-9.9,-2.2,-12.2,-0.2
389,Andrew Nicholson\nichoan01,PF,27,TOT,35,302,7.4,.444,.235,.137,5.2,14.8,10.0,4.8,2.3,1.7,11.5,17.5,,-0.3,0.3,0.0,.001,,-5.2,-0.4,-5.6,-0.3
390,Andrew Nicholson\nichoan01,PF,27,Washington Wizards,28,231,6.3,.425,.208,.156,5.4,11.2,8.3,4.2,2.3,2.2,11.8,17.6,,-0.3,0.3,-0.1,-0.013,,-5.5,-0.2,-5.7,-0.2
391,Andrew Nicholson\nichoan01,PF,27,Brooklyn Nets,7,71,11.0,.502,.320,.080,4.5,26.5,15.7,6.7,2.0,0.0,10.4,17.4,,0.0,0.1,0.1,.048,,-4.3,-1.0,-5.2,-0.1
392,Joakim Noah\noahjo01,C,31,New York Knicks,46,1015,15.2,.495,.005,.390,16.9,25.5,21.2,14.1,1.5,3.0,19.8,12.5,,1.1,1.2,2.3,.108,,-0.7,2.9,2.2,1.1
393,Nerlens Noel\noelne01,C,22,TOT,45,940,20.3,.620,.004,.362,10.0,21.2,15.5,8.1,3.2,4.1,12.2,17.6,,1.9,1.7,3.6,.184,,-0.3,3.8,3.5,1.3
394,Nerlens Noel\noelne01,C,22,Philadelphia 76ers,29,564,20.8,.634,.006,.360,9.0,19.0,14.0,9.0,3.7,3.6,12.5,17.8,,1.1,1.1,2.2,.186,,0.2,3.7,3.9,0.8
395,Nerlens Noel\noelne01,C,22,Dallas Mavericks,16,376,19.6,.596,.000,.365,11.6,24.5,17.7,6.7,2.4,4.8,11.7,17.2,,0.7,0.7,1.4,.181,,-1.1,3.9,2.7,0.4
396,Lucas Nogueira\noguelu01,C,24,Toronto Raptors,55,1075,15.6,.693,.065,.438,8.4,16.7,12.6,5.2,2.4,7.3,20.1,9.5,,1.7,1.9,3.7,.164,,0.0,5.6,5.5,2.0
397,Steve Novak\novakst01,PF,33,Milwaukee Bucks,8,22,1.3,.357,.857,.000,0.0,15.7,8.0,0.0,0.0,0.0,0.0,14.5,,0.0,0.0,0.0,-0.076,,-6.8,-6.8,-13.6,-0.1
398,Dirk Nowitzki\nowitdi01,PF,38,Dallas Mavericks,50,1333,17.2,.532,.315,.172,1.8,28.9,14.7,10.5,1.1,2.2,6.5,25.7,,0.7,1.8,2.5,.090,,-1.5,0.2,-1.2,0.3
399,Jusuf Nurkic\nurkiju01,C,22,TOT,65,1391,17.5,.528,.002,.393,12.4,24.9,18.6,13.7,1.8,4.1,18.6,23.9,,0.2,1.7,1.9,.066,,-2.4,2.0,-0.3,0.6
400,Jusuf Nurkic\nurkiju01,C,22,Denver Nuggets,45,807,14.8,.515,.000,.379,12.4,23.4,17.9,10.8,1.5,3.4,19.1,22.7,,-0.3,0.7,0.5,.029,,-3.3,0.8,-2.5,-0.1
401,Jusuf Nurkic\nurkiju01,C,22,Portland Trailblazers,20,584,21.1,.545,.004,.411,12.3,27.0,19.7,17.6,2.1,5.2,18.0,25.6,,0.5,0.9,1.4,.117,,-1.1,3.8,2.7,0.7
402,David Nwaba\nwabada01,SG,24,Los Angeles Lakers,17,315,11.9,.611,.083,.550,4.7,13.6,9.0,3.6,1.5,1.8,8.6,11.1,,0.5,0.1,0.6,.092,,-1.9,-0.5,-2.4,0.0
403,Johnny O'Bryant\obryajo01,PF,23,TOT,11,80,14.9,.582,.200,.200,12.4,13.8,13.1,12.7,0.0,1.0,15.5,21.1,,0.1,0.0,0.1,.088,,-0.2,-3.1,-3.3,0.0
404,Johnny O'Bryant\obryajo01,PF,23,Denver Nuggets,7,46,14.5,.597,.200,.267,12.1,14.5,13.3,6.2,0.0,1.7,15.2,18.3,,0.1,0.0,0.1,.093,,-0.8,-3.2,-4.1,0.0
405,Johnny O'Bryant\obryajo01,PF,23,Charlotte Hornets,4,34,15.4,.567,.200,.133,12.9,12.9,12.9,21.5,0.0,0.0,15.9,25.0,,0.0,0.0,0.1,.082,,0.7,-3.0,-2.2,0.0
406,Kyle O'Quinn\oquinky01,PF,26,New York Knicks,74,1135,20.5,.551,.039,.198,13.9,25.0,19.4,14.7,1.5,6.8,14.7,18.7,,1.8,1.7,3.5,.150,,-0.2,3.6,3.4,1.5
407,Daniel Ochefu\ochefda01,C,23,Washington Wizards,18,58,1.5,.366,.000,.095,5.8,31.0,18.4,4.8,0.8,0.0,12.1,18.7,,-0.2,0.1,-0.1,-0.068,,-10.0,-2.4,-12.4,-0.2
408,Jahlil Okafor\okafoja01,C,21,Philadelphia 76ers,50,1134,14.9,.546,.000,.335,7.9,15.4,11.6,9.0,0.9,3.4,14.3,24.1,,0.1,1.1,1.3,.053,,-3.3,0.1,-3.2,-0.3
409,Victor Oladipo\oladivi01,SG,24,Oklahoma City Thunder,61,2039,14.1,.542,.378,.158,1.9,12.5,7.2,11.9,1.8,0.7,10.0,21.3,,1.9,2.1,4.0,.094,,-0.1,-1.0,-1.1,0.5
410,Kelly Olynyk\olynyke01,C,25,Boston Celtics,70,1432,15.3,.610,.379,.246,5.4,19.9,12.8,14.9,1.5,1.5,15.2,18.8,,2.1,1.8,3.8,.129,,0.2,0.6,0.9,1.0
411,Arinze Onuaku\onuakar01,C,29,Orlando Magic,8,28,5.8,.500,.000,.000,7.6,16.0,11.7,9.9,0.0,2.9,33.3,9.4,,0.0,0.0,0.0,-0.002,,-6.5,0.8,-5.7,0.0
412,Chicago Bullsnanu Onuaku\onuakch01,C,20,Houston Rockets,2,10,37.1,1.042,.000,1.000,10.9,22.0,16.5,15.7,4.8,0.0,0.0,12.2,,0.1,0.0,0.1,.520,,10.5,2.2,12.7,0.0
413,Kelly Oubre\oubreke01,SF,21,Washington Wizards,74,1454,8.6,.512,.439,.210,4.2,14.1,9.2,3.8,1.8,0.8,9.2,14.3,,0.4,1.3,1.8,.058,,-2.0,-0.5,-2.5,-0.2
414,Zaza Pachulia\pachuza01,C,32,Golden State Warriors,65,1172,16.4,.585,.003,.424,13.2,21.8,17.8,13.7,2.4,2.0,19.0,15.5,,2.1,2.3,4.4,.182,,-0.1,3.1,3.0,1.5
415,Georgios Papagiannis\papagge01,C,19,Sacramento Kings,17,234,13.1,.547,.015,.121,8.0,22.1,15.1,6.1,0.4,5.8,12.6,15.4,,0.2,0.2,0.4,.078,,-4.0,1.2,-2.8,0.0
416,Jabari Parker\parkeja01,PF,21,Milwaukee Bucks,51,1728,19.1,.563,.219,.268,5.4,15.6,10.6,14.2,1.5,1.1,9.2,26.4,,2.7,1.4,4.1,.113,,1.6,-1.4,0.2,1.0
417,Tony Parker\parketo01,PG,34,San Antonio Spurs,58,1476,12.7,.507,.123,.204,0.8,7.3,4.2,27.6,1.0,0.1,12.4,20.2,,1.2,1.5,2.7,.087,,-1.4,-1.7,-3.1,-0.4
418,Chandler Parsons\parsoch01,SF,28,Memphis Grizzlies,34,675,7.6,.436,.419,.194,1.0,13.6,7.1,12.7,1.5,0.7,9.1,17.8,,-0.5,0.7,0.2,.016,,-3.6,-0.4,-4.0,-0.3
419,Lamar Patterson\pattela01,SG,25,Atlanta Hawks,5,40,-1.8,.276,.400,.200,2.8,16.3,9.6,21.2,1.2,0.0,19.7,22.1,,-0.2,0.0,-0.1,-0.177,,-9.9,-1.3,-11.2,-0.1
420,Patrick Patterson\pattepa01,PF,27,Toronto Raptors,60,1498,10.7,.537,.658,.168,4.6,16.8,10.7,6.6,1.3,1.3,8.8,12.5,,1.6,1.5,3.0,.097,,0.5,0.4,0.9,1.1
421,Chris Paul\paulch01,PG,31,Los Angeles Clippers,57,1794,25.9,.611,.391,.339,2.6,14.7,8.8,46.9,3.0,0.3,14.2,24.4,,7.3,2.3,9.6,.258,,7.6,0.8,8.4,4.7
422,Adreian Payne\paynead01,PF,25,Minnesotta Timberwolves,14,107,15.4,.525,.244,.422,7.5,18.9,13.1,7.5,2.8,4.8,11.6,25.0,,0.1,0.2,0.2,.098,,-2.0,0.3,-1.8,0.0
423,Cameron Payne\payneca01,PG,22,TOT,30,460,5.6,.407,.446,.041,0.7,10.6,5.6,17.7,1.5,0.9,12.9,21.0,,-0.8,0.4,-0.4,-0.038,,-4.8,-2.2,-7.1,-0.6
424,Cameron Payne\payneca01,PG,22,Oklahoma City Thunder,20,320,6.2,.402,.400,.031,0.7,10.0,5.4,18.3,1.5,1.2,10.8,19.6,,-0.4,0.3,-0.1,-0.013,,-4.7,-2.0,-6.7,-0.4
425,Cameron Payne\payneca01,PG,22,Chicago Bulls,10,140,4.2,.417,.540,.063,0.8,11.8,6.2,16.5,1.4,0.0,16.7,24.3,,-0.4,0.1,-0.3,-0.095,,-5.0,-2.8,-7.8,-0.2
426,Elfrid Payton\paytoel01,PG,22,Orlando Magic,77,2268,17.0,.518,.163,.238,3.9,13.9,8.7,34.6,1.9,1.4,15.0,21.4,,2.1,2.1,4.2,.088,,0.5,0.5,1.0,1.7
427,Gary Payton\paytoga02,G,24,Milwaukee Bucks,1,9,8.8,.833,.667,.000,0.0,12.8,6.5,0.0,0.0,0.0,40.0,25.3,,0.0,0.0,0.0,-0.145,,-5.8,-7.2,-13.0,0.0
428,Paul Pierce\piercpa01,SF,39,Los Angeles Clippers,22,261,5.2,.528,.597,.194,0.4,18.8,9.8,4.8,0.8,1.6,18.2,14.1,,-0.2,0.3,0.1,.010,,-4.2,-0.3,-4.4,-0.2
429,Marshall Plumlee\plumlma02,C,24,New York Knicks,17,115,9.2,.510,.000,1.154,12.1,16.8,14.5,10.2,1.3,2.1,31.5,10.8,,0.0,0.1,0.1,.033,,-3.9,0.9,-3.0,0.0
430,Mason Plumlee\plumlma01,C,26,TOT,75,1996,18.4,.560,.011,.497,8.6,22.8,15.7,20.7,1.6,3.2,15.0,17.9,,3.5,2.2,5.7,.138,,0.2,2.6,2.7,2.4
431,Mason Plumlee\plumlma01,C,26,Portland Trailblazers,54,1516,18.8,.552,.011,.507,8.8,22.9,15.8,21.3,1.6,3.3,14.1,18.3,,2.7,1.8,4.6,.144,,0.3,2.8,3.1,1.9
432,Mason Plumlee\plumlma01,C,26,Denver Nuggets,21,480,16.9,.586,.008,.465,7.9,22.6,15.3,18.7,1.5,2.9,18.0,16.8,,0.8,0.4,1.2,.119,,-0.2,1.9,1.7,0.4
433,Milwaukee Buckses Plumlee\plumlmi01,C,28,TOT,40,410,9.5,.534,.000,.470,8.5,13.3,10.9,6.9,2.0,2.6,20.6,14.0,,0.0,0.4,0.4,.053,,-4.0,0.7,-3.3,-0.1
434,Milwaukee Buckses Plumlee\plumlmi01,C,28,Milwaukee Bucks,32,310,8.0,.492,.000,.515,8.8,11.2,10.0,8.1,1.8,2.6,20.9,15.5,,-0.1,0.3,0.1,.020,,-4.5,0.3,-4.2,-0.2
435,Milwaukee Buckses Plumlee\plumlmi01,C,28,Charlotte Hornets,8,100,13.9,.746,.000,.267,7.6,19.7,13.7,3.0,2.5,2.6,19.3,9.3,,0.2,0.2,0.3,.153,,-2.2,1.9,-0.2,0.0
436,Jakob Poeltl\poeltja01,C,21,Toronto Raptors,49,561,11.1,.557,.000,.515,14.7,15.1,14.9,2.5,1.5,2.6,19.0,12.2,,0.6,0.6,1.2,.104,,-1.7,0.4,-1.3,0.1
437,Otto Porter\porteot01,SF,23,Washington Wizards,77,2543,17.3,.632,.426,.144,4.9,16.9,10.9,6.6,2.2,1.3,4.9,14.9,,6.3,2.9,9.2,.173,,3.0,1.0,4.0,3.8
438,Bobby Portis\portibo01,PF,21,Chicago Bulls,59,902,14.1,.536,.256,.164,7.8,23.4,15.5,5.4,0.7,1.0,8.6,19.1,,0.9,1.0,1.8,.097,,-2.0,-1.8,-3.8,-0.4
439,Kristaps Porzingis\porzikr01,PF,21,New York Knicks,66,2164,17.4,.546,.319,.256,5.5,18.0,11.7,7.3,1.1,4.9,9.7,24.3,,2.4,2.1,4.5,.099,,0.1,0.0,0.2,1.2
440,Dwight Powell\poweldw01,C,25,Dallas Mavericks,71,1184,18.2,.592,.109,.391,8.4,19.9,13.9,6.3,2.5,2.7,6.7,16.2,,2.6,1.8,4.4,.180,,-0.5,2.3,1.8,1.1
441,Norman Powell\powelno01,SG,23,Toronto Raptors,73,1323,13.6,.546,.342,.321,2.1,11.9,7.0,9.3,1.8,0.9,11.0,21.1,,1.2,1.3,2.5,.089,,-0.6,-1.3,-1.9,0.0
442,Alex Poythress\poythal01,F,23,Philadelphia 76ers,1,24,16.9,.590,.375,.375,4.6,9.1,6.9,6.8,0.0,3.3,0.0,16.8,,0.1,0.0,0.1,.162,,0.1,-2.1,-2.1,0.0
443,Ronnie Price\pricero01,PG,33,Phoenix Suns,10,85,4.8,.196,.765,.118,3.7,9.2,6.4,14.7,4.5,0.0,5.3,9.3,,-0.1,0.1,0.0,-0.018,,-3.4,1.6,-1.9,0.0
444,Tim Quarterman\quartti01,SG,22,Portland Trailblazers,13,44,19.5,.731,.462,.000,5.0,10.1,7.6,28.6,1.1,3.6,23.5,17.0,,0.1,0.0,0.2,.167,,2.1,-1.4,0.7,0.0
445,Chasson Randle\randlch01,PG,23,TOT,22,235,15.8,.596,.481,.430,2.7,9.2,6.0,20.3,1.5,0.3,10.5,19.4,,0.6,0.1,0.7,.151,,1.8,-3.1,-1.3,0.0
446,Chasson Randle\randlch01,PG,23,Philadelphia 76ers,8,74,17.7,.671,.577,.462,0.0,7.4,3.7,13.1,2.0,1.1,8.8,20.1,,0.2,0.1,0.3,.199,,2.6,-2.6,0.0,0.0
447,Chasson Randle\randlch01,PG,23,New York Knicks,14,161,14.9,.558,.434,.415,4.0,10.0,7.0,23.5,1.2,0.0,11.3,19.0,,0.4,0.1,0.4,.129,,1.4,-3.4,-1.9,0.0
448,Julius Randle\randlju01,PF,22,Los Angeles Lakers,69,2002,16.0,.537,.080,.362,7.4,26.0,16.4,19.6,1.2,1.4,16.4,21.4,,1.7,1.3,3.0,.071,,-0.9,0.7,-0.2,0.9
449,Zach Randolph\randoza01,PF,35,Memphis Grizzlies,69,1690,18.7,.494,.098,.200,11.5,27.1,19.1,13.5,1.1,0.6,8.6,28.9,,1.0,2.2,3.2,.092,,-1.1,-0.6,-1.7,0.1
450,J.J. Redick\redicjj01,SG,32,Los Angeles Clippers,74,2076,14.6,.599,.524,.227,0.6,7.9,4.4,7.7,1.2,0.4,9.3,22.0,,3.1,1.3,4.3,.100,,1.9,-2.3,-0.3,0.9
451,Willie Reed\reedwi02,C,26,Miami Heat,66,966,17.0,.575,.015,.302,13.4,21.9,17.6,3.8,0.9,3.6,8.4,15.2,,1.9,1.4,3.4,.167,,-1.4,0.7,-0.7,0.3
452,Josh Richardson\richajo01,SG,23,Miami Heat,48,1422,9.9,.480,.442,.152,2.4,9.5,5.9,12.5,1.7,1.9,10.7,17.0,,0.0,1.6,1.6,.053,,-1.5,0.8,-0.6,0.5
453,Malachi Richardson\richama01,SG,21,Sacramento Kings,22,198,9.6,.517,.412,.279,1.8,11.6,6.7,8.7,1.3,0.5,9.5,19.3,,0.0,0.1,0.1,.028,,-2.6,-3.0,-5.5,-0.2
454,Austin Rivers\riverau01,SG,24,Los Angeles Clippers,74,2054,11.4,.545,.409,.261,1.1,7.5,4.4,15.0,1.2,0.4,12.4,20.3,,1.2,1.2,2.5,.057,,-0.1,-1.6,-1.7,0.2
455,Andre Roberson\roberan03,SF,25,Oklahoma City Thunder,76,2318,9.7,.512,.396,.240,4.7,14.2,9.5,4.4,1.9,2.6,9.1,10.1,,1.1,3.0,4.1,.085,,-2.0,2.0,-0.1,1.1
456,Brian Roberts\roberbr01,PG,31,Charlotte Hornets,36,323,11.7,.533,.391,.391,1.4,9.9,5.6,22.9,1.1,0.0,15.0,17.6,,0.3,0.2,0.5,.071,,-2.1,-2.8,-4.9,-0.2
457,Glenn Robinson\robingl02,SF,23,Indiana Pacers,69,1426,11.5,.563,.369,.224,4.5,14.5,9.6,4.7,1.4,1.3,9.0,12.9,,1.3,1.2,2.4,.082,,-1.3,-0.2,-1.5,0.2
458,Thomas Robinson\robinth01,PF,25,Los Angeles Lakers,43,477,18.6,.536,.006,.331,17.0,28.0,22.3,9.3,2.5,1.5,15.5,20.2,,0.5,0.5,1.0,.099,,-1.4,0.1,-1.3,0.1
459,Sergio Rodriguez\rodrise01,PG,30,Philadelphia 76ers,68,1518,11.0,.484,.470,.050,1.5,9.8,5.7,35.4,1.5,0.2,18.9,19.3,,-0.3,1.1,0.8,.024,,-1.6,-2.3,-3.8,-0.7
460,Rajon Rondo\rondora01,PG,30,Chicago Bulls,67,1798,13.4,.460,.236,.092,4.0,16.8,10.3,36.8,2.8,0.5,22.5,17.8,,-0.5,2.4,1.9,.052,,-1.4,1.5,0.1,1.0
461,Derrick Rose\rosede01,PG,28,New York Knicks,64,2082,16.9,.530,.061,.259,3.4,9.3,6.3,22.8,1.1,0.7,11.9,25.7,,2.4,0.6,2.9,.068,,0.2,-2.2,-2.0,0.0
462,Terrence Ross\rosste01,SF,25,TOT,73,1822,13.4,.550,.520,.104,1.1,11.0,6.0,6.5,2.2,1.4,7.8,19.4,,1.5,1.8,3.3,.087,,0.4,-0.8,-0.4,0.7
463,Terrence Ross\rosste01,SF,25,Toronto Raptors,54,1207,14.9,.558,.534,.104,1.3,11.7,6.5,5.8,2.2,1.4,6.2,19.7,,1.6,1.3,2.9,.115,,1.2,-1.0,0.3,0.7
464,Terrence Ross\rosste01,SF,25,Orlando Magic,19,615,10.6,.532,.489,.103,0.7,9.7,5.0,7.7,2.1,1.4,11.1,18.8,,-0.1,0.5,0.4,.032,,-1.4,-0.4,-1.7,0.0
465,Terry Rozier\roziete01,PG,22,Boston Celtics,71,1240,10.8,.467,.433,.159,3.6,16.2,10.0,15.2,1.7,0.7,9.8,17.1,,0.1,1.3,1.4,.054,,-2.5,-0.1,-2.5,-0.2
466,Ricky Rubio\rubiori01,PG,26,Minnesotta Timberwolves,69,2255,17.1,.549,.314,.447,3.3,11.2,7.2,38.9,2.7,0.3,20.5,16.9,,4.4,1.7,6.1,.129,,1.9,-0.8,1.1,1.8
467,Damjan Rudez\rudezda01,SF,30,Orlando Magic,42,302,6.3,.470,.759,.000,1.8,7.4,4.5,9.0,1.8,0.3,9.8,13.4,,-0.1,0.2,0.1,.011,,-2.7,-1.7,-4.4,-0.2
468,Brandon Rush\rushbr01,SG,31,Minnesotta Timberwolves,40,837,7.0,.502,.593,.074,1.6,9.9,5.7,6.1,1.2,2.0,11.2,10.0,,0.1,0.4,0.5,.027,,-2.0,0.0,-2.0,0.0
469,D'Angelo Russell\russeda01,PG,20,Los Angeles Lakers,61,1743,15.6,.520,.443,.219,1.8,11.9,6.7,27.2,2.3,0.8,15.4,26.6,,0.5,0.8,1.3,.036,,1.3,-1.7,-0.5,0.7
470,Domantas Sabonis\sabondo01,PF,20,Oklahoma City Thunder,75,1537,6.6,.470,.330,.125,3.0,16.4,9.7,7.2,1.1,1.5,14.4,15.0,,-1.0,1.6,0.6,.019,,-4.7,-0.3,-5.0,-1.2
471,Larry Sanders\sandela01,C,28,Cleveland Cavaliers,2,4,-19.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,,0.0,0.0,0.0,-0.274,,-14.0,-3.2,-17.2,0.0
472,Dario Saric\saricda01,PF,22,Philadelphia 76ers,77,2039,12.7,.508,.364,.233,5.7,20.5,13.1,14.1,1.2,1.1,14.9,24.5,,-1.0,2.1,1.1,.025,,-2.0,-0.2,-2.2,-0.1
473,Tomas Satoransky\satorto01,SG,25,Washington Wizards,54,663,8.6,.481,.244,.237,4.1,9.1,6.6,16.2,1.8,0.8,18.6,11.7,,0.1,0.5,0.6,.046,,-2.8,0.0,-2.8,-0.1
